PLAY "Spielen"
SPELLS_ADOXIE_LEFT_HAND_EFFECT "Linke Hand von Adoxie"
SPELLS_ADOXIE_RIGHT_FOOT_EFFECT "Rechter Fuß von Adoxie"
SPELLS_ADOXIE_RIGHT_HAND_EFFECT "Rechte Hand von Adoxie"
SPELLS_ADVANCED_ANIMATE_CORPSES_EFFECT "Fortgeschrittene Leichenerweckung"
SPELLS_ADVANCED_CHICKENMORPH_EFFECT1 "Verwandle dich oder jemanden vorübergehend in ein Huhn!"
SPELLS_ADVANCED_CHICKENMORPH_EFFECT "Fortgeschrittene Hühnerverwandlung"
SPELLS_CLUCK_MESSAGE1 "{1} gackert."
SPELLS_CLUCK_MESSAGE "Du gackerst."
SPELLS_ADVANCED_CURE_POISON_EFFECT "Fortgeschrittene Giftheilung"
SPELLS_ADVANCED_DAMAGE_BONUS_EFFECT "Fortgeschrittener Schadensbonus"
SPELLS_ADVANCED_DEFENSE_BONUS_EFFECT "Fortgeschrittener Verteidigungsbonus"
SPELLS_ADVANCED_EARTH_ELEMENTAL_EFFECT "Fortgeschrittener Erdelementar"
SPELLS_ADVANCED_FIRE_ELEMENTAL_EFFECT "Fortgeschrittener Feuerelementar"
SPELLS_ADVANCED_HASTE_EFFECT "Fortgeschrittene Eile"
SPELLS_ADVANCED_HEALING_EFFECT1 "Andächtiges Heilungsgebet"
SPELLS_ADVANCED_HEALING_EFFECT "Fortgeschrittene Heilung"
SPELLS_ADVANCED_HEALING_MESSAGE1 "{1} spricht ein andächtiges Heilungsgebet."
SPELLS_ADVANCED_HEALING_MESSAGE "Du sprichst ein andächtiges Heilungsgebet."
SPELLS_ADVANCED_HEAL_SPIRIT_EFFECT "Fortgeschrittene Geistesheilung"
SPELLS_ADVANCED_INVISIBILITY_EFFECT "Fortgeschrittene Unsichtbarkeit"
SPELLS_ADVANCED_MAGIC_MISSILE_EFFECT1 "Fortgeschrittenes heiliges Geschoss"
SPELLS_ADVANCED_MAGIC_MISSILE_EFFECT "Fortgeschrittenes magisches Geschoss"
SPELLS_ADVANCED_TELEPORT_EFFECT "Fortgeschrittene Teleportation"
SPELLS_ANIMATE_CORPSES_EFFECT "Leichenerweckung"
SPELLS_ANIMATE_WEAPONS_EFFECT "Waffenerweckung"
SPELLS_AUTOMATON_INVISIBILITY_EFFECT "Unsichtbarkeit"
SPELLS_BALROGS_WHIP_EFFECT1 "Verursacht magischen und Feuerschaden"
SPELLS_BALROGS_WHIP_EFFECT "Feurige Peitsche"

HIS_HELPER "sein"
    "ihr" : feminine
    "sein" : neuter




SPELLS_BALROGS_WHIP_MESSAGE1 "{1} schwingt {HIS_HELPER:1} Peitsche!"
SPELLS_BALROGS_WHIP_MESSAGE "Du schwingst deine Peitsche!"
SPELLS_BANSHEE_SCREAM_MESSAGE1 "{1} stößt einen ohrenbetäubenden Schrei aus!"
SPELLS_BANSHEE_SCREAM_MESSAGE "Du stößt einen ohrenbetäubenden Schrei aus!"
SPELLS_BERSERKER_EFFECT1 "Verwandle dich in einen Bären!"
SPELLS_BERSERKER_EFFECT "Berserker"
SPELLS_BISHOP_AUDIENCE_EFFECT1 "Der Bischof ruft seine Gemeinde zusammen"
SPELLS_BISHOP_AUDIENCE_EFFECT "Gemeinde herbeirufen"
SPELLS_BLACK_DRAGON_BLINDNESS_EFFECT "Schwarzdrachen-Blindheit"
SPELLS_BLACK_SMOKE_BREATH_EFFECT "Schwarzer Rauch"
SPELLS_BLACK_SMOKE_BREATH_MESSAGE1 "{1} atmet schwarzen Rauch aus!"
SPELLS_BLACK_SMOKE_BREATH_MESSAGE "Du atmest schwarzen Rauch aus!"
SPELLS_BLINDNESS_EFFECT "Blindheit"
SPELLS_BLINK_EFFECT "Blinzeln"
SPELLS_BOLSTER_EFFECT "Stärken"
SPELLS_CHICKEN_EFFECT1 "Verwandle einen Feind in ein Huhn!"
SPELLS_CHICKEN_EFFECT "Huhn"
SPELLS_CHICKENGEDDON_EFFECT1 "Verwandle alle in der Nähe vorübergehend in Hühner!"
SPELLS_CHICKENGEDDON_EFFECT "Hühnergeddon"
SPELLS_CHICKEN_MESSAGE1 "{1} treibt Schabernack!"
SPELLS_CHICKEN_MESSAGE "Du treibst Schabernack!"
SPELLS_CHICKENMORPH_EFFECT1 "Verwandle dich oder jemanden vorübergehend in ein Huhn!"
SPELLS_CHICKENMORPH_EFFECT "Hühnerverwandlung"
SPELLS_CIRCULAR_BLAST_MESSAGE1 "{1} erzeugt einen Luftstoß!"
SPELLS_CIRCULAR_BLAST_MESSAGE "Du erzeugst einen Luftstoß!"
SPELLS_CURE_BLINDNESS_EFFECT "Blindheit heilen"
SPELLS_CURE_POISON_EFFECT "Gift heilen"
SPELLS_DAMAGE_BONUS_EFFECT1 "Kraftgebet"
SPELLS_DAMAGE_BONUS_EFFECT "Schadensbonus"
SPELLS_DAMAGE_BONUS_MESSAGE1 "{1} spricht ein Kraftgebet."
SPELLS_DAMAGE_BONUS_MESSAGE "Du sprichst ein Kraftgebet."
SPELLS_DEFENSE_BONUS_EFFECT1 "Schutzgebet"
SPELLS_DEFENSE_BONUS_EFFECT "Verteidigungsbonus"
SPELLS_DEFENSE_BONUS_MESSAGE1 "{1} spricht ein Schutzgebet."
SPELLS_DEFENSE_BONUS_MESSAGE "Du sprichst ein Schutzgebet."
SPELLS_DIG_EFFECT "Graben"
SPELLS_DRAGON_GREETING_EFFECT1 "Spezieller Gruß für unsichtbare Besucher"
SPELLS_DRAGON_GREETING_EFFECT "Unsichtbaren-Besucher-Gruß"
SPELLS_EARTH_ELEMENTAL_EFFECT "Erdelementar"
SPELLS_ENNOBLEMENT_ID "Vampirfürst"
SPELLS_EXPERT_HEALING_EFFECT "Expertenheilung"
SPELLS_EXPERT_MAGIC_MISSILE_EFFECT1 "Experten-Heiliges-Geschoss"
SPELLS_EXPERT_MAGIC_MISSILE_EFFECT "Experten-Magisches-Geschoss"
SPELLS_FIREBALL_EFFECT "Feuerball"
SPELLS_FIRE_BREATH_EFFECT "Feueratem"
SPELLS_FIRE_BREATH_MESSAGE1 "{1} atmet Feuer!"
SPELLS_FIRE_BREATH_MESSAGE "Du atmest Feuer!"
SPELLS_FIRE_ELEMENTAL_EFFECT "Feuerelementar"
SPELLS_FIRE_SLIMEELEMENTAL_EFFECT "Feuerschleim-Elementar"
SPELLS_ELECTRIC_SLIMEELEMENTAL_EFFECT "Elektroschleim-Elementar"
SPELLS_ICE_SLIMEELEMENTAL_EFFECT "Eisschleim-Elementar"
SPELLS_FIRE_TRAP_EFFECT "Feuerfalle"
SPELLS_FIREWALL_EFFECT "Feuerwand"
SPELLS_FOG_CLOUD_EFFECT1 "Erzeugt eine Nebelwolke."
SPELLS_FOG_CLOUD_EFFECT "Nebel"
SPELLS_GHOUL_CORPSE_FEAST_EFFECT1 "Erhöht Zauberschaden und Verteidigung 200 Züge lang um 1, nachdem man sich an einem Leichnam gütlich getan hat."
SPELLS_GHOUL_CORPSE_FEAST_EFFECT "An Leichnam laben"
SPELLS_GHOUL_CORPSE_FEAST_MESSAGE1 "{1} beginnt, sich an Leichnamen zu laben."
SPELLS_GHOUL_CORPSE_FEAST_MESSAGE "Du beginnst, dich an Leichnamen zu laben."
SPELLS_GRANT_WISH_EFFECT "Wunsch gewähren"
SPELLS_GROUP_HEALING_EFFECT "Gruppenheilung"
SPELLS_HEALING_EFFECT "Heilungsgebet"
SPELLS_HEALING_MESSAGE1 "{1} spricht ein Heilungsgebet."
SPELLS_HEALING_MESSAGE "Du sprichst ein Heilungsgebet."
SPELLS_HEAL_SPIRIT_EFFECT "Geist heilen"
SPELLS_HEAL_SPIRIT_GROUP_EFFECT "Gruppengeister heilen"
SPELLS_ICE_CONE_EFFECT "Eiskegel"
SPELLS_JUMP_MESSAGE1 "{1} springt."
SPELLS_JUMP_MESSAGE "Du springst."
SPELLS_KINGS_CHARGE_EFFECT1 "Alle Verbündeten innerhalb von 10 Feldern erhalten +15 Schaden. Kann nur von einem Stammesanführer verwendet werden."
SPELLS_KINGS_CHARGE_EFFECT "Angriff des Königs"
SPELLS_KINGS_CHARGE_SECONDPERSON "Du bist nicht würdig!"
SPELLS_KINGS_CHARGE_THIRDPERSON "{1} ist nicht würdig!"
SPELLS_LEYAK_ACID_EFFECT "Säurespucke"
SPELLS_MAGIC_MISSILE_EFFECT1 "Heiliges Geschoss"
SPELLS_MAGIC_MISSILE_EFFECT "Magisches Geschoss"
SPELLS_MASS_DAMAGE_BONUS_EFFECT "Massen-Schadensbonus"
SPELLS_MASS_DEFENSE_BONUS_EFFECT "Massen-Verteidigungsbonus"
SPELLS_METEOR_SHOWER_EFFECT "Meteorschauer"
SPELLS_OIL_BREATH_EFFECT "Ölspucke"
SPELLS_OIL_BREATH_MESSAGE1 "{1} spuckt Öl!"
SPELLS_OIL_BREATH_MESSAGE "Du spuckst Öl!"
SPELLS_PACIFY_EFFECT "Besänftigen"
SPELLS_POISON_BREATH_EFFECT "Giftatem"
SPELLS_POISON_BREATH_MESSAGE1 "{1} atmet Gift aus!"
SPELLS_POISON_BREATH_MESSAGE "Du atmest Gift aus!"
SPELLS_RALLY_EFFECT "Sammeln"
SPELLS_REPAIR_AUTOMATON_EFFECT1 "Repariert kaputte Automatenteile"
SPELLS_REPAIR_AUTOMATON_EFFECT "Automat reparieren"
SPELLS_REPAIR_AUTOMATON_MESSAGE1 "{1} repariert den Automaten."
SPELLS_REPAIR_AUTOMATON_MESSAGE "Du reparierst den Automaten."
SPELLS_SHAPESHIFT_EFFECT1 "Verwandle dich in ein zufälliges Monster"
SPELLS_SHAPESHIFT_EFFECT2 "Gestaltwandler"
SPELLS_SHAPESHIFT_EFFECT "Gestalt wandeln"
SPELLS_SHOOT_ARROW_EFFECT "Pfeil abschießen"
SPELLS_SHOOT_ARROW_MESSAGE1 "{1} schießt einen Pfeil ab."
SPELLS_SHOOT_ARROW_MESSAGE "Du schießt einen Pfeil ab."
SPELLS_SHOOT_ARROW_SECONDPERSON1 "Der Pfeil verschont dich."
SPELLS_SHOOT_ARROW_SECONDPERSON "Der Pfeil trifft dich."
SPELLS_SHOOT_ARROW_THIRDPERSON1 "Der Pfeil verschont {1}."
SPELLS_SHOOT_ARROW_THIRDPERSON "{1} wird vom Pfeil getroffen."
SPELLS_SHOOT_BOLT_EFFECT "Bolzen abschießen"
SPELLS_SHOOT_BOLT_MESSAGE1 "{1} schießt einen Bolzen ab."
SPELLS_SHOOT_BOLT_MESSAGE "Du schießt einen Bolzen ab."
SPELLS_SHOOT_BOLT_SECONDPERSON1 "Der Bolzen verschont dich."
SPELLS_SHOOT_BOLT_SECONDPERSON "Der Bolzen trifft dich."
SPELLS_SHOOT_BOLT_THIRDPERSON1 "Der Bolzen verschont {1}."
SPELLS_SHOOT_BOLT_THIRDPERSON "{1} wird vom Bolzen getroffen."
USE_ABILITY_MESSAGE1 "{1} wendet eine Fähigkeit an."
USE_ABILITY_MESSAGE "Du wendest eine Fähigkeit an."
SPELLS_SUMMON_MORE_CHICKENS_EFFECT "Mehr Hühner beschwören"
SPELLS_VETALA_ANIMATE_CORPSES_EFFECT "Leichenerweckung"
SPELLS_WARHORSE_HASTE_EFFECT "Galoppieren"
SPELLS_WARHORSE_HASTE_MESSAGE1 "{1} galoppiert."
SPELLS_WARHORSE_HASTE_MESSAGE "Du galoppierst."

TEXT "—"
TEXT10 "Tutorial"
TEXT11 "Mods"
TEXT12 "Die folgenden zugewiesenen Gegenstände kollidieren mit dem gewählten Gegenstand. Von der Ausrüstung entfernen?"
TEXT14 "Eingabetaste für:"
TEXT15 "Wenn du durch verschiedene Menüs navigierst, benutze:"
TEXT16 "1. Das Steuerkreuz, um den Fokus in die gewählte Richtung zu bewegen."
TEXT17 "2. Die [A]-Taste, um die aktuelle Auswahl zu bestätigen."
TEXT18 "3. Die [B]-Taste, um zurückzugehen oder den aktuellen Dialog zu schließen."
TEXT19 "4. Den rechten Joystick, um durch Seiten zu blättern, die nicht auf den Bildschirm passen."
TEXT1 "Schreibe etwas"
TEXT20 "Reittiere nutzen"
TEXT21 "Reisen"
TEXT22 "Wenn du im Echtzeit-Modus spielst, benutze:"
TEXT23 "1. Das rechte Touchpad, um den Mauszeiger zu bewegen."
TEXT24 "2. Den rechten Trigger, um Gegenstände auf der Karte zu platzieren."
TEXT25 "3. Das linke Touchpad, um auf verschiedene Untermenüs zuzugreifen, wie Gebäude oder Technologie."
TEXT26 "4. [Y], um das Spiel zu pausieren oder fortzusetzen."
TEXT27 "5. [B], um die Liste der Z-Ebenen zu öffnen."
TEXT28 "6. ["
TEXT29 "☰"
TEXT30 "], um das Menü aufzurufen."
TEXT31 "7. ["
TEXT32 "◻"
TEXT33 "▗"
TEXT34 "], um die Weltkarte zu öffnen."
TEXT35 "Für eine vollständige Liste der Steuerungen oder um Änderungen vorzunehmen, sieh in den Controllereinstellungen nach, nachdem du die [Steam]-Taste gedrückt hast."
TEXT36 "Wenn du im rundenbasierten Modus spielst, benutze:"
TEXT37 "1. Den linken Stick, um die Bewegungsrichtung zu wählen, und [A], um ein Feld vorzurücken."
TEXT38 "2. Das linke Touchpad, um auf verschiedene Untermenüs und Befehle zuzugreifen, wie Zug beenden, Inventar usw."
TEXT39 "3. Den rechten Stick, um die Kartenansicht zu verschieben."
TEXT3 "Gebäude und Z-Ebenen"
TEXT40 "4. [L1] und [R1], um zwischen den Z-Ebenen auf- und abzusteigen."
TEXT41 "Schadensberechnung"
TEXT42 "Wachzonen nutzen"
TEXT43 "Neues Spiel starten"
TEXT44 "Neuen Mod erstellen"
TEXT45 "Im Steam Workshop anzeigen"
TEXT46 "0.1x"
TEXT47 "10x"
TEXT48 "["
TEXT49 "-"
TEXT4 "In einem letzten, verzweifelten Angriff vereinen sie sich und versuchen, dich für immer aus diesen Ländern zu vertreiben."
TEXT50 "]"
TEXT51 "<"
TEXT52 ">"
TEXT53 "Gefangene nehmen"
TEXT54 "Allgemein"
TEXT55 "Tastenbelegung"
TEXT56 "Standardwerte wiederherstellen"
TEXT5 "Basistyp wählen:"
TEXT6 "Wähle deinen Bewahrer-Charakter:"
TEXT7 "Name: "
TEXT8 "Siedlungsname: "
TEXT9 "🔄"
TILE_GAS_TYPES_BLACK_MASS_SMOKE_SECONDPERSON "Du schreist vor Entsetzen."
TILE_GAS_TYPES_BLACK_MASS_SMOKE_THIRDPERSON "{1} schreit vor Entsetzen."
TILE_GAS_TYPES_POISON_GAS_SECONDPERSON "Du wirst vom Gas vergiftet."
TILE_GAS_TYPES_POISON_GAS_THIRDPERSON "{1} wird vom Gas vergiftet."
WORKSHOP_INFO_FORGE_NAME "Schmiede"
WORKSHOP_INFO_JEWELER_NAME "Juwelierwerkstatt"
WORKSHOP_INFO_LABORATORY_NAME1 "Verzaubertes Labor"
WORKSHOP_INFO_LABORATORY_NAME "Labor"
WORKSHOP_INFO_MORGUE_NAME "Leichenhalle"
WORKSHOP_INFO_SCRIPTORIUM_NAME "Skriptorium"
WORKSHOP_INFO_WORKSHOP_NAME "Werkstatt"
WORKSHOPS_MENU_ID1 "Hörner"
WORKSHOPS_MENU_TYPE10 "Verwandelt einen Bewahrer dauerhaft in eine zufällige Kreatur"
WORKSHOPS_MENU_TYPE11 "mehr Feuer"
WORKSHOPS_MENU_TYPE12 "Geringer Schadensbonus"
WORKSHOPS_MENU_TYPE13 "Geringer Verteidigungsbonus"
WORKSHOPS_MENU_TYPE14 "Geringer Fernkampfschadensbonus"
WORKSHOPS_MENU_TYPE15 "Geringer Zauberschadensbonus"
WORKSHOPS_MENU_TYPE16 "Begrenzte Lebensdauer, Schadenserhöhung"
WORKSHOPS_MENU_TYPE17 "Lebensdauer auf 2000 Züge begrenzt, +10 Schaden."
WORKSHOPS_MENU_TYPE18 "Begrenzte Lebensdauer, Verteidigungserhöhung"
WORKSHOPS_MENU_TYPE19 "Lebensdauer auf 2000 Züge begrenzt, +10 Verteidigung."
WORKSHOPS_MENU_TYPE20 "Begrenzte Lebensdauer, Fernkampfschadenserhöhung"
WORKSHOPS_MENU_TYPE21 "Lebensdauer auf 2000 Züge begrenzt, +10 Fernkampfschaden."
WORKSHOPS_MENU_TYPE22 "Begrenzte Lebensdauer, Zauberschadenserhöhung"
WORKSHOPS_MENU_TYPE23 "Lebensdauer auf 2000 Züge begrenzt, +10 Zauberschaden."
WORKSHOPS_MENU_TYPE24 "Großer Schadensbonus"
WORKSHOPS_MENU_TYPE25 "Großer Verteidigungsbonus"
WORKSHOPS_MENU_TYPE26 "Großer Fernkampfschadensbonus"
WORKSHOPS_MENU_TYPE27 "Großer Zauberschadensbonus"
WORKSHOPS_MENU_TYPE5 "Giftige Fangzähne"
WORKSHOPS_MENU_TYPE6 "Lässt das Opfer ein Paar giftige Fangzähne entwickeln"
WORKSHOPS_MENU_TYPE7 "Hörner"
WORKSHOPS_MENU_TYPE8 "Lässt das Opfer ein Paar Hörner entwickeln"
WORKSHOPS_MENU_TYPE9 "Bewahrer-Verwandlung"
WORKSHOPS_MENU_TYPE "Massenwahnsinn"
PROTECTION_FROM "Schutz vor {1}"
PROTECTED_FROM "geschützt vor {1}"
YOU_ACQUIRE_THE_SKILL_OF "Du erlangst die Fähigkeit {1}."
ACQUIRES_THE_SKILL_OF "{1} erlangt die Fähigkeit {2}."
YOU_LOSE_THE_SKILL_OF "Du verlierst die Fähigkeit {1}."
LOSES_THE_SKILL_OF "{1} verliert die Fähigkeit {2}."
HATE_OF "Hass auf {1}"
HATES_ALL "hasst alle {1}."
HATE_DEBUFF_DESCRIPTION "Macht das Ziel allen {1} gegenüber feindselig."
FULL_OF_HATRED "voller Hass"
YOUR_HATRED_IS_GONE "Dein Hass ist verschwunden."
HIS_HATRED_IS_GONE "{1}s Hass ist verschwunden."
RESISTANCE_BUFF_NAME "Resistenz gegen {1}"
RESISTANT_TO "resistent gegen {1}"
RESISTANCE_BUFF_DESCRIPTION "Die Verteidigung der Kreatur gegen {1}-Angriffe erhöht sich um 30%."
VULNERABILITY_BUFF_NAME "Anfälligkeit für {1}"
VULNERABLE_TO "anfällig für {1}"
VULNERABILITY_BUFF_DESCRIPTION "Die Verteidigung der Kreatur gegen {1}-Angriffe verringert sich um 23%."
IMMUNITY_BUFF_NAME "Immunität gegen {1}"
IMMUNE_TO "immun gegen {1}"
IMMUNITY_BUFF_DESCRIPTION "Die Kreatur ist immun gegen {1}-Angriffe."
BUFFS_ACID_RESISTANT_NAME "Säure"
BUFFS_AMBUSH_SKILL_ADJECTIVE "Hinterhalt"
BUFFS_AMBUSH_SKILL_DESCRIPTION "Kann sich verstecken und ahnungslose Feinde überfallen. Drücke 'h', um dich auf einem dafür geeigneten Feld zu verstecken."
BUFFS_AMBUSH_SKILL_NAME "Hinterhalt"
BUFFS_BRIDGE_BUILDING_SKILL_ADJECTIVE "Brückenbauer"
BUFFS_BRIDGE_BUILDING_SKILL_DESCRIPTION "Die Kreatur wird versuchen, bei Bewegung Brücken zu bauen."
BUFFS_BRIDGE_BUILDING_SKILL_NAME "Brückenbau"
BUFFS_COLD_RESISTANT_NAME "Kälte"
BUFFS_CONFESSING_SKILL_ADJECTIVE "Beichtvater"
BUFFS_CONFESSING_SKILL_DESCRIPTION "Kann Beichten abnehmen."
BUFFS_CONFESSING_SKILL_NAME "Beichten abnehmen"
BUFFS_CONSUMPTION_SKILL_ADJECTIVE "Absorbiert"
BUFFS_CONSUMPTION_SKILL_DESCRIPTION "Kann andere Kreaturen absorbieren und deren Eigenschaften behalten."
BUFFS_CONSUMPTION_SKILL_NAME "Absorption"
BUFFS_COPULATION_SKILL_ADJECTIVE "Kopuliert"
BUFFS_COPULATION_SKILL_DESCRIPTION "Kann mit anderen Kreaturen kopulieren und schreckliche Missgeburten gebären."
BUFFS_COPULATION_SKILL_NAME "Kopulation"
BUFFS_CROPS_SKILL_ADJECTIVE "Bauer"
BUFFS_CROPS_SKILL_DESCRIPTION "Kann Feldfrüchte anbauen."
BUFFS_CROPS_SKILL_NAME "Landwirtschaft"
BUFFS_DAM_BONUS_ADJECTIVE "gefährlich"
BUFFS_DEF_BONUS_ADJECTIVE "geschützt"
BUFFS_DEMON_RESISTANCE_NAME "Dämonen"
BUFFS_DISARM_TRAPS_SKILL_ADJECTIVE "Entschärft Fallen"
BUFFS_DISARM_TRAPS_SKILL_DESCRIPTION "Kann Fallen ausweichen und entschärfen."
BUFFS_DISARM_TRAPS_SKILL_NAME "Fallen entschärfen"
BUFFS_DISTILLATION_SKILL_ADJECTIVE "Brenner"
BUFFS_DISTILLATION_SKILL_DESCRIPTION "Kann Alkohol brennen."
BUFFS_DISTILLATION_SKILL_NAME "Brennen"
BUFFS_DIVINE_DIGGING_ADJECTIVE "Göttlicher Gräber"
BUFFS_DIVINE_DIGGING_NAME "Göttliches Graben"
BUFFS_DIVINE_PROTECTION_ADJECTIVE "geschützt"
BUFFS_DIVINE_PROTECTION_NAME "Göttlicher Schutz"
BUFFS_DIVINE_STRENGTH_ADJECTIVE "stark"
BUFFS_DIVINE_STRENGTH_NAME "Göttliche Stärke"
BUFFS_DRAGON_RESISTANCE_NAME "Drachen"
BUFFS_ELF_RESISTANCE_NAME "Elfen"
BUFFS_EXPLORE_CAVES_SKILL_ADJECTIVE "Erkundet Höhlen"
BUFFS_EXPLORE_CAVES_SKILL_DESCRIPTION "Kann Höhlen erkunden."
BUFFS_EXPLORE_CAVES_SKILL_NAME "Höhlenerkundung"
BUFFS_EXPLORE_NOCTURNAL_SKILL_ADJECTIVE "Erkundet nachts"
BUFFS_EXPLORE_NOCTURNAL_SKILL_DESCRIPTION "Kann nachts die Umgebung erkunden."
BUFFS_EXPLORE_NOCTURNAL_SKILL_NAME "Nächtliche Erkundung"
BUFFS_EXPLORE_SKILL_ADJECTIVE "Erkundet"
BUFFS_EXPLORE_SKILL_DESCRIPTION "Kann die Umgebung erkunden."
BUFFS_EXPLORE_SKILL_NAME "Erkundung"
BUFFS_FIRE_RESISTANT_NAME "Feuer"
BUFFS_GREENSKIN_RESISTANCE_NAME "Grünhäute"
BUFFS_HATE_DEMONS_NAME "Dämonen"
BUFFS_HATE_DRAGONS_NAME "Drachen"
BUFFS_HATE_DWARVES_NAME "Zwerge"
BUFFS_HATE_ELVES_NAME "Elfen"
BUFFS_HATE_GREENSKINS_NAME "Grünhäute"
BUFFS_HATE_HUMANS_NAME "Menschen"
BUFFS_HATE_LIZARDMEN_NAME "Echsenmenschen"
BUFFS_HATE_CHILDREN_NAME "Kinder"
BUFFS_HATE_UNDEAD_NAME "Untote"
BUFFS_LIZARDMEN_RESISTANCE_NAME "Echsenmenschen"
BUFFS_MAGIC_RESISTANCE_NAME "Magie"
BUFFS_MELEE_RESISTANCE_NAME "Nahkampf"
BUFFS_PREACHING_ID1 "Adoxie hat deine Gebete erhört und verwandelt deine Feinde in Hühner."
BUFFS_PREACHING_ID2 "Adoxie hat deine Gebete erhört und sendet seinen Diener."
BUFFS_PREACHING_ID3 "Adoxie hat deine Gebete erhört und sendet seine Gliedmaßen."
BUFFS_PREACHING_ID "Deine Gebete hallen im Kirchenschiff wider, bevor sie wie Steine in der Leere versinken."
BUFFS_PREACHING_SKILL_ADJECTIVE "Prediger"
BUFFS_PREACHING_SKILL_DESCRIPTION "Kann eine Messe halten."
BUFFS_PREACHING_SKILL_NAME "Predigen"
BUFFS_RANGED_RESISTANCE_NAME "Fernkampfschaden"
BUFFS_SPIDER_SKILL_ADJECTIVE "webt Netze"
BUFFS_SPIDER_SKILL_DESCRIPTION "Kann Spinnennetze weben."
BUFFS_SPIDER_SKILL_NAME "Netze weben"
BUFFS_SWIMMING_SKILL_ADJECTIVE "Schwimmer"
BUFFS_SWIMMING_SKILL_DESCRIPTION "Kann Wasser durchqueren, ohne zu ertrinken."
BUFFS_SWIMMING_SKILL_NAME "Schwimmen"
BUFFS_UNDEAD_RESISTANCE_NAME "Untote"
BUILD_MENU_GROUPNAME15 "Treppen"
BUILD_MENU_GROUPNAME16 "Bibliothek"
BUILD_MENU_GROUPNAME17 "Trainingsraum"
BUILD_MENU_HELP94 "Baue, um höhere Z-Ebenen zu erreichen."
BUILD_MENU_HELP95 "Baue, um tiefere Z-Ebenen zu erreichen."
BUILD_MENU_HELP96 "Trainiere hier die magischen Kräfte deiner Untergebenen."
BUILD_MENU_HELP97 "Trainiere hier die Nahkampffähigkeiten deiner Untergebenen."
BUILD_MENU_HELP98 "Trainiere hier die Bogenschießfähigkeiten deiner Untergebenen."
CREATURE_ATTRIBUTES_GOBLIN_KING_DEATHEFFECT "Der Goblin-Bewahrer wurde freigeschaltet!"
ENEMIES_HUMAN_STABLE_RACE "Stall"
ITEM_LISTS_VILLAGESHOP_TYPE "Setzt eine Nebelwolke frei"
ITEMS_ACIDHEADADA_NAME "Adamant-Säurespuckkopf"
ITEMS_ACIDHEADIRON_NAME "Eisen-Säurespuckkopf"
ITEMS_ADOXIESCROLL_EFFECT2 "Der Adoxie-Abenteurer wurde freigeschaltet!"
ITEMS_ARCHERHEADADA_NAME "Adamant-Pfeilschützenkopf"
ITEMS_ARCHERHEADIRON_NAME "Eisen-Pfeilschützenkopf"
ITEMS_ARCHERHEADWOOD_NAME "Holz-Pfeilschützenkopf"
ITEMS_AUTOMATONARMSADA_NAME plural "Adamant-Arme"
ITEMS_AUTOMATONARMSADOXIUM_NAME plural "Adoxium-Arme"
ITEMS_AUTOMATONARMSINFERNITE_NAME plural "Infernit-Arme"
ITEMS_AUTOMATONARMSIRON_NAME plural "Eisen-Arme"
ITEMS_AUTOMATONARMSWOOD_NAME plural "Holz-Arme"
ITEMS_AUTOMATONARMSWOOD_PREFIX "Ermöglicht einen Nahkampfangriff."
ITEMS_AUTOMATONCRAFTINGADA_NAME plural "Adamant-Handwerksarme"
ITEMS_AUTOMATONCRAFTINGIRON_NAME plural "Eisen-Handwerksarme"
ITEMS_AUTOMATONCRAFTINGWOOD_NAME plural "Holz-Handwerksarme"
ITEMS_AUTOMATONCRAFTINGWOOD_PREFIX "Verleiht dem Automaten die Fähigkeit zu handwerken."
ITEMS_AUTOMATONDRILLADA_NAME "Adamant-Bohrer"
ITEMS_AUTOMATONDRILLIRON_NAME "Eisen-Bohrer"
ITEMS_AUTOMATONDRILLWOOD_NAME "Holz-Bohrer"
ITEMS_AUTOMATONDRILLWOOD_PREFIX "Ein Bohrer für Automaten. Ermöglicht alle Arbeiteraufgaben."
ITEMS_AUTOMATONLEGSADA_NAME plural "Adamant-Beine"
ITEMS_AUTOMATONLEGSADOXIUM_NAME plural "Adoxium-Beine"
ITEMS_AUTOMATONLEGSINFERNITE_NAME plural "Infernit-Beine"
ITEMS_AUTOMATONLEGSIRON_NAME plural "Eisen-Beine"
ITEMS_AUTOMATONLEGSWOOD_NAME plural "Holz-Beine"
ITEMS_AUTOMATONLEGSWOOD_PREFIX "Ermöglicht Beweglichkeit. Das zweite Paar verleiht die Fähigkeit 'springen'."
ITEMS_BATRING_NAME "Ring der Fledermauszähmung"
ITEMS_CYCLOPSSCROLL_EFFECT1 "Die Zyklopen-Fraktion wurde freigeschaltet!"
ITEMS_DAMAGERING3_DESCRIPTION "Erhöht die Stärke deiner physischen Angriffe, sodass du im Kampf mehr Schaden zufügen kannst."
ITEMS_DAMAGERING3_NAME "Ring des Schadens"
    "Ringe des Schadens" : plural
ITEMS_DAMAGERING3_SHORTNAME "Schaden"
ITEMS_DRAGONRING_NAME "Ring der Drachenzähmung"
ITEMS_FIREHEADADA_NAME "Adamant-Feueratemkopf"
ITEMS_FIREHEADINFERNITE_NAME "Infernit-Feueratemkopf"
ITEMS_FIREHEADIRON_NAME "Eisen-Feueratemkopf"
ITEMS_HORSERING_NAME "Ring der Pferdezähmung"
